replicate,sample_mean
1,0.039398991377903966
2,0.013088956384838953
3,0.06762515497572144
4,0.028705331878501734
5,0.06710484158254516
6,-0.001722835988375895
7,0.023647816815190355
8,0.1014303226403022
9,0.08720270443484512
10,-0.004789502240364866
11,0.01203119810532677
12,0.13764988611791684
13,-0.1271558243951435
14,0.0177074457961942
15,-0.07214481178465422
16,0.15900192034181138
17,-0.19363184322411703
18,0.04695072686235248
19,0.02984819194682214
20,-0.018659765969138216
21,-0.3133245012893473
22,0.029650696780097872
23,0.13813135330257803
24,0.11577398282613917
25,0.03615540371190063
26,-0.05954128043489041
27,0.06568062625152615
28,0.15496484151237588
29,-0.09598509752089511
30,0.12994261326109235
31,-0.012686604090940681
32,0.07664342703307299
33,0.13302733596724323
34,0.16632532439329417
35,-0.07498079098843737
36,-0.0058907763979591235
37,0.10952049652317894
38,-0.05886789834635352
39,-0.07666440810127992
40,0.03201615330093665
41,-0.0916361900124714
42,-0.05478859905909984
43,0.0782053591604923
44,0.11584300351073833
45,0.1502380434057734
46,0.07963125522792323
47,-0.03342219763928021
48,0.13646382641114682
49,-0.01520340989550918
50,0.18010084859095418
51,-0.1502025175632115
52,-0.20065989917603969
53,0.04011020751588942
54,0.17037681725554477
55,-0.04889685800153919
56,-0.051691487578246154
57,-0.0888250950666568
58,0.03855966082260261
59,-0.005672852762453158
60,-0.1145269243609015
61,0.06742557805360902
62,0.04778955745591941
63,0.005247793391053152
64,-0.09561216404375568
65,-0.019143371487321835
66,-0.11404049451175374
67,-0.16012835288372088
68,-0.028641882463802504
69,0.10378390099586086
70,0.10302013663445427
71,-0.006271184101939072
72,0.007436940875731636
73,0.0242928393326534
74,0.14198248831169477
75,0.10370262452683061
76,0.0217008683554511
77,0.1307763872177074
78,-0.16530672965797857
79,0.045174170294366614
80,-0.02793414149969848
81,0.0641711313086018
82,0.06663152449066918
83,0.15363250725718494
84,0.18110587726784122
85,0.03620630832253634
86,0.05604484739489322
87,0.2054073330727079
88,-0.15277836149636378
89,-0.128899504060414
90,0.06637684359037219
91,0.13267308290478647
92,-0.17410809820701217
93,0.027662173388442575
94,-0.06400839136021098
95,0.19368891124455057
96,-0.08144945267107137
97,-0.09906093986801229
98,0.10609217101515826
99,-0.14325332183631428
100,0.07003294786198648
101,0.1421237179119253
102,0.11133125377368681
103,-0.0806007018386973
104,-0.048497661654017366
105,-0.06823896028046443
106,0.006811130027508568
107,-0.04530270000485543
108,0.008950811637138874
109,-0.0763211903842411
110,0.033089674880152506
111,0.12552773834128075
112,-0.0912915930331052
113,0.11390040473164835
114,0.03358457090180022
115,-0.08658211252282763
116,0.020406182948275297
117,0.0006144790721617308
118,0.15689254420241108
119,-0.05695753575118071
120,-0.045044665096071225
121,0.055793679998410485
122,0.13023233602435424
123,0.009441178507393757
124,0.04439684781112491
125,-0.06124864488566013
126,0.0014683943008720795
127,-0.1369477518177412
128,-0.14324752731747148
129,-0.06860011159957839
130,0.03728364450523143
131,0.08805723178485718
132,0.08706281531067026
133,0.20053931274921216
134,0.17383789301227312
135,-0.23752331312060485
136,-0.12787337292707257
137,-0.058974195419061355
138,-0.13659927018309972
139,-0.0056509607552663
140,-0.049758441478109976
141,0.041520445323469206
142,0.08116813452033998
143,0.1538617253010133
144,-0.04734796970612492
145,-0.17198329559343592
146,0.12731936620841577
147,-0.01561540259238471
148,-0.045120568357107815
149,-0.006954490548859245
150,0.08262832628956056
151,0.14032934719355977
152,-0.09717410400572503
153,-0.049821333586838844
154,-0.04701243450563995
155,0.12142265498625118
156,-0.00018624947498262077
157,0.1473554664554548
158,0.10929406342178241
159,-0.10988591421515027
160,0.051712788754326035
161,-0.14288703522800392
162,0.11082530892010134
163,0.1191201115016729
164,-0.03143542994445084
165,0.031257694817983406
166,0.21856494526713727
167,-0.04637220845237743
168,-0.08332923246373841
169,0.030636854046227992
170,0.00779068148099336
171,0.063720318327224
172,0.06180846556725911
173,0.0810397456591839
174,-0.147529068348195
175,-0.10740163483463346
176,-0.024248735373453966
177,0.01060201534167896
178,0.13579424631488426
179,0.07160763415624696
180,-0.10575272311499218
181,0.01951905278200181
182,-0.007641399713997877
183,0.09464521375436889
184,-0.1046045729056589
185,-0.05051858777194088
186,-0.036077179879681585
187,-0.06886259414462333
188,-0.1106408281610145
189,-0.03578168690256198
190,-0.08542478400938411
191,0.030128853323613612
192,-0.025026079826753124
193,0.22327452944536316
194,0.12873669192346138
195,0.057219051424989134
196,-0.07252378445563203
197,-0.029524461215554836
198,-0.1167447250142615
199,-0.00025341801457869545
200,0.0025033429715480646
201,-0.21791177985963167
202,0.02698263230620357
203,0.0020288789952046023
204,0.09193730749579983
205,0.06960788984645733
206,-0.03067169308895449
207,-0.015026581922835236
208,-0.24366802197780335
209,0.06835235671049457
210,0.02091763254324334
211,0.013315564786153143
212,-0.04647765914611069
213,-0.04638012772429528
214,-0.25640048469901333
215,0.17584088241839135
216,-0.02632619032277769
217,0.05862501099231236
218,-0.14376546077855124
219,0.105750893689809
220,-0.017996030473673243
221,0.055844354117640944
222,-0.059677486081069535
223,0.12187543111118274
224,0.0008151026970898429
225,0.18260658721089637
226,-0.04397763210622913
227,0.04790580373201606
228,-0.015292426204063032
229,0.1177288908520315
230,-0.13274005378094586
231,-0.07625682609171937
232,0.1439244658669201
233,0.0641499456845006
234,0.03899324202734834
235,-0.006343930824174803
236,0.05821472719531389
237,-0.07261802957898451
238,0.07580790400047421
239,-0.06666764110581962
240,-0.13333571706442313
241,0.1179684008042464
242,0.03932294353087735
243,-0.15375673930018957
244,-0.01059168007680341
245,-0.018764601795467826
246,-0.1220372046990849
247,-0.050790670463562455
248,-0.02305337810240313
249,0.03141540156159043
250,-0.019183390885986567
251,0.07631996880695753
252,-0.03377363328860099
253,-0.05600504902843557
254,-0.12351107054641715
255,-0.10987146183152145
256,-0.03404596706427653
257,0.0014853635986775424
258,-0.04489098002582696
259,0.042341081565971404
260,0.030018543479285002
261,-0.07768355521521852
262,-0.02119984145367831
263,0.17611411333080848
264,0.027648338306778875
265,-0.10158017164561947
266,-0.016504227344822823
267,0.24867932068067647
268,-0.011803877648271814
269,-0.09629130946444192
270,0.06807593789024469
271,-0.028604923552990946
272,0.17862693671110255
273,-0.12752404396151257
274,-0.16260337151872853
275,-0.09839689586600012
276,-0.15331481716812537
277,0.08099674484338912
278,-0.1655369378287236
279,-0.01570925446940378
280,-0.05788851480604851
281,0.049776458667554466
282,-0.20912726812997476
283,0.11736565498682199
284,-0.22174948136429365
285,-0.07843677602587633
286,0.025810360943338613
287,-0.0014029142835802382
288,0.13553998688406155
289,0.05431218566326663
290,0.09640550676290723
291,0.06288137853582025
292,-0.08683248586558866
293,-0.054801221510113594
294,0.11034847437443798
295,0.18488853904266733
296,0.07202168590551455
297,0.2030877043803624
298,0.204264871017097
299,0.10806100809133276
300,-0.08668940841703952
301,0.030472130257227947
302,0.07915702524541694
303,0.022825588456606524
304,-0.07195234869667125
305,0.0012155541342280412
306,0.005837369995478647
307,0.17852920498421862
308,-0.03332355059562318
309,0.15062811620165376
310,-0.1732405743481409
311,0.08506820979324158
312,-0.12113950956013066
313,0.1247402778079219
314,-0.08250354940159241
315,-0.12344653522371363
316,0.11884113960498437
317,0.14107661069920566
318,0.0975910302645101
319,0.10737853342011243
320,0.05349563791537026
321,0.09064041113953832
322,-0.11113461206013894
323,0.027958053317576975
324,-0.11340401442809137
325,-0.007224345367504937
326,0.011914225254318424
327,0.07858065582804975
328,0.058284926993600814
329,-0.001288058342313701
330,0.010977201673093307
331,0.03502984893911773
332,0.020518422748875113
333,-0.006755400348310271
334,-0.14356136246641
335,0.09812415630903569
336,-0.06045757523257432
337,-0.1668607058308688
338,0.02267642751561282
339,0.12994081728014872
340,-0.015093150149674273
341,-0.09854079703437947
342,-0.007776964891870016
343,0.0683043073366794
344,0.013285912358044232
345,0.05239217601326813
346,0.18776613169253886
347,0.05519730534432466
348,0.04046934496508999
349,-0.09658171005853322
350,-0.08848788738662017
351,0.19321444808968757
352,0.052875709346996196
353,0.044221941434341834
354,-0.1621420359452903
355,0.09727992707668248
356,-0.021394735866110244
357,0.08944018342433027
358,-0.02263561015416013
359,8.156431589522036e-05
360,-0.15459711825015107
361,0.007479081846330704
362,0.02815450153735251
363,-0.06643079662927585
364,0.18620860029125388
365,0.06227048106315996
366,-0.06186861767047054
367,0.2092229935117541
368,0.0028691734221535183
369,0.08070405710791771
370,-0.04494238630069323
371,0.1302574290056502
372,-0.01737976190271658
373,0.07898794618145066
374,0.005211558845902587
375,0.09085779593288128
376,-0.08329287301863118
377,0.010825176771373181
378,-0.013489384193648615
379,0.16833712571517867
380,-0.21023945141914493
381,0.12835998356353365
382,0.051090196535728556
383,-0.04588500031500318
384,0.032407554524166396
385,-0.021690044750421595
386,-0.14092717563236093
387,-0.02169180610453249
388,0.183741972123044
389,0.10137917430855195
390,-0.00734622221897801
391,-0.1865247003088812
392,0.1092708268526826
393,0.08819637191525392
394,-0.09855283968646447
395,0.06106742682486833
396,0.11730930640806381
397,0.11516937539061908
398,-0.013718680066775535
399,-0.20872036359966134
400,0.09673927305113443
401,-0.11142495049634414
402,0.0002744092043311897
403,-0.3823479410995983
404,0.06602378019588234
405,0.05023228442931908
406,-0.14340130694533473
407,-0.07348864647390893
408,-0.010864596535745985
409,-0.019604666644146607
410,0.07963114643414744
411,-0.0031293900406522755
412,0.13912911558078184
413,-0.08710447478523903
414,-0.12241012634456254
415,-0.033635462473044504
416,0.11409889180082047
417,0.08503702049185893
418,0.09561980443402916
419,-0.022839321302033182
420,-0.041172211328151756
421,-0.1445789561365402
422,0.025964583377994403
423,-0.19863691717802615
424,0.1611319862385266
425,-0.20896154288838084
426,-0.020835657782189734
427,-0.03351471956205623
428,-0.03065948728079756
429,0.16949390171367906
430,0.036188292799167646
431,0.04573686700817912
432,0.05651779995846366
433,0.11511876065956231
434,0.07720518434920001
435,0.03987718815311819
436,-0.04736453019555288
437,0.022448222099348925
438,-0.028980383110530517
439,0.05370265269701194
440,-0.2054598137017094
441,0.062080421456114414
442,0.12532493065984657
443,-0.009744463814021059
444,0.1932993635557227
445,0.02141808060372696
446,0.09721162845381562
447,-0.020008280678737292
448,0.03460444429620542
449,0.149818181301155
450,-0.06797221656281127
451,0.1236286779306707
452,0.010710500060787007
453,0.11571422470546812
454,0.1400796480290646
455,0.0034442973165155735
456,0.016321783696554463
457,-0.09579114698600483
458,0.043336720293373696
459,-0.09057607604729354
460,0.11266449502193525
461,0.0015966111658976172
462,-0.018753567273142847
463,-0.13650172857301016
464,-0.09924637930758572
465,-0.008584018094983596
466,-0.02442531710075579
467,0.050505983252025204
468,-0.06167700204730654
469,0.15460090117274
470,0.019539945993235743
471,-0.01984589705288855
472,0.12786171731434687
473,0.10307800899899311
474,-0.039920556037748495
475,-0.07550967597900046
476,0.11878023035156607
477,0.028902053278388972
478,0.0144126700420402
479,-0.0708796956217652
480,-0.015397773879558
481,-0.037183836949164016
482,-0.02642643919598292
483,0.003766063404108155
484,-0.07407526233105584
485,-0.05964307597259138
486,0.21660894995121246
487,-0.009066442730948145
488,-0.12445050355636995
489,-0.15283576285646744
490,-0.054852608307059535
491,0.06529175924176221
492,0.07930725847770202
493,-0.04914994182893114
494,-0.07449488903652215
495,-0.13765300780788597
496,-0.0016205768727120416
497,-0.08081667551520558
498,-0.03922038536550883
499,-0.15709667847163586
500,0.0025517238603758002
501,-0.05737660077550563
502,0.08511713915470116
503,-0.05644420770126768
504,0.019115271233206367
505,0.023306866719599504
506,-0.023889020185222987
507,0.10317433245088685
508,0.1077592219545291
509,-0.0316156420058293
510,-0.11883275834162423
511,-0.042902961790935785
512,-0.037652080643952195
513,0.009938575009557062
514,0.09176685132922507
515,-0.0441942179595911
516,0.026249202280796136
517,0.0035848202461774897
518,0.07939353119436486
519,0.1605552983850105
520,0.020990236147477727
521,0.08227438971224214
522,-0.12779496996572717
523,-0.045115140887618255
524,0.04556254906440993
525,-0.10897657742277557
526,-0.0767406729875104
527,0.1087583126413012
528,-0.22905125112332725
529,0.08191926864106197
530,-0.0667835421352669
531,0.030530994502273
532,0.2565470489041535
533,0.09920591162708942
534,-0.05598984560631846
535,0.015153981618021076
536,0.0604682968649108
537,-0.0074087767402260755
538,-0.1044348090266723
539,0.0517331136413869
540,0.07175463731525206
541,0.08780979273723843
542,0.1247108457977326
543,0.060933062532940584
544,0.016392913788216047
545,0.07316536876907988
546,-0.0841745861258505
547,-0.08605526352092721
548,-0.0376106679733592
549,0.039236592106954335
550,-0.05842911896402124
551,0.023090089435738183
552,-0.029883007510574478
553,0.006852003092254039
554,0.1564542075108455
555,-0.10938654567749141
556,0.0060969091235329
557,-0.00041578831487465873
558,-0.03155213782563673
559,0.05243009752632392
560,0.14925884356023453
561,0.1309622298924167
562,-0.12399823591468492
563,-0.026861661245348816
564,0.17769316460577894
565,0.19064667571600571
566,-0.06713610744673847
567,-0.0585006185089879
568,0.10678578133798712
569,0.00434665827058522
570,0.19911112128120692
571,0.11846467410495795
572,-0.10062852507953027
573,0.054407726551983844
574,-0.05178905901632863
575,-0.09118681723571144
576,-0.05801077744838193
577,-0.1523414393252181
578,0.05720092166697551
579,-0.05447903300922731
580,-0.06806667107513652
581,0.007049934130846074
582,-0.08197626600613686
583,0.011453866611857379
584,-0.15392574299268644
585,0.015101144673197016
586,0.04689014521962431
587,0.03426062427779768
588,-0.015328195239842171
589,-0.19156097926891005
590,0.033580659097010426
591,0.013319551731389325
592,-0.027406742148341292
593,0.02042326044987905
594,-0.07652493082594382
595,0.16579401325106488
596,0.02163291242100118
597,-0.17150674479137912
598,-0.03938121926849675
599,0.05328573527580574
600,-0.021182516252090094
601,-0.07617601762624483
602,0.01626234417865547
603,-0.0750276551042828
604,-0.008013605750388194
605,0.025780685112409035
606,0.0030744079420496136
607,-0.05214112063712315
608,0.10397931203766866
609,0.02146555619908684
610,-0.0859719623275916
611,0.03101735186154539
612,0.12777714372397014
613,-0.09036040658958766
614,-0.02180792064656515
615,-0.05457214436403799
616,0.22200307132495653
617,-0.012060684587847141
618,-0.021463903432437096
619,0.019492419001549105
620,-0.25843620326347344
621,-0.05122968415446386
622,0.11814345316714604
623,-0.12695685029752224
624,-0.012515127552632805
625,0.0012342595625800467
626,0.0077725430727185515
627,0.31500684420667935
628,-0.00250872291779392
629,-0.0062176878089742395
630,0.04030194607255096
631,0.03464892813545204
632,-0.14981343272171457
633,0.00034101185254540277
634,-0.05294309838976373
635,-0.0991080905762547
636,0.05228579536391279
637,0.2628067220449128
638,0.06207143883388657
639,-0.14784356828132922
640,-0.0072409929764349285
641,-0.20515061925726524
642,-0.036566268445666454
643,0.1094395174440521
644,0.006536599601464775
645,0.024329860660556965
646,-0.02956456699742884
647,-0.1811095247821493
648,0.14582052974418605
649,0.23873049702572194
650,0.0037400816790060533
651,0.0644633592396532
652,0.034543215424711865
653,-0.1793501251142686
654,0.0820764200002648
655,0.017650039724568276
656,-0.03171879579915992
657,0.04582743782675936
658,-0.07733082536476425
659,-0.059125723761386854
660,-0.08640129245876808
661,-0.11746424350428576
662,0.05659729696173792
663,0.12281689947820347
664,-0.06872491544187488
665,-0.01809110381130896
666,0.042073881542341866
667,-0.12421601234017622
668,-0.05829866282430692
669,-0.07448281969736698
670,-0.07552891259002276
671,-0.12475199144851871
672,-0.22380879941854323
673,0.22745865355960077
674,0.20212020642259007
675,-0.10380593262672623
676,-0.12122173789381398
677,-0.10436845612496681
678,0.05711763530579078
679,-0.06937581497051716
680,-0.008181536329550345
681,-0.049305094018864945
682,-0.1573399847731016
683,-0.12616007707362376
684,0.031479386229243844
685,0.06187827353451782
686,-0.0980395337842956
687,0.044034905321560666
688,-0.035439624442679306
689,-0.05497068282695238
690,-0.022174856108346245
691,0.137829884318825
692,0.0272843993387678
693,0.006514257858482981
694,0.03687144837412857
695,0.14083070272644652
696,0.033436982396411345
697,-0.04720065150551624
698,0.06888571678092416
699,-0.21105065344217544
700,-0.03524833470241772
701,-0.05671640872084925
702,-0.022893388255768653
703,-0.034288712327124125
704,0.0011811054444746305
705,0.1474418241117409
706,-0.012261521395183874
707,0.00235644798037003
708,-0.24493151967796506
709,-0.04315602261844193
710,-0.09270514532803929
711,-0.1142235550173805
712,0.10553783460932854
713,-0.05018670604734328
714,0.04267986839957946
715,0.04930463744591635
716,4.2947140838224676e-05
717,0.06672302152610145
718,-0.1783987534848396
719,-0.020155124272425398
720,-0.06992159538276413
721,-0.08988531467258463
722,0.07213226126209715
723,0.10480433660573808
724,0.08700102379820977
725,0.09433635500912076
726,-0.06029647726721744
727,-0.11395752013325439
728,-0.1952418454303604
729,-0.04487939638714413
730,0.023246344946784323
731,0.0696918462698953
732,-0.0558378852556442
733,0.021215244819245253
734,0.03355117662936201
735,-0.020736174494063283
736,0.027682075624612418
737,0.08024707856757739
738,-0.019160735497187928
739,-0.05897546213453971
740,0.03643100385468747
741,-0.15420425244084007
742,0.15762391225125894
743,-0.22358793321978723
744,-0.02467960178907902
745,-0.021586649763707052
746,-0.17902705109824196
747,0.046211186527403476
748,0.04717554484977316
749,-0.031629856798763886
750,-0.0022328572398912076
751,0.047934840934284344
752,0.028850585820301807
753,0.11116171522140118
754,0.021406472695670427
755,0.01444092919832577
756,-0.08249534710771889
757,-0.00763967841216157
758,-0.007155239377366257
759,0.16004477436585451
760,0.054456875537371406
761,0.08163624074459273
762,-0.032001949201230805
763,0.08611452633087771
764,0.02625120494389277
765,0.20497523855474623
766,-0.10619651632849471
767,-0.016182774484901092
768,0.25975087904369326
769,-0.016400772118161745
770,0.10131635507760768
771,0.08702440575550204
772,0.023141229658508077
773,0.12114006640477312
774,0.07068010290887733
775,-0.0102378090078548
776,-0.06255910575233575
777,0.03651980805126506
778,0.12163972713366974
779,-0.05499500737036276
780,0.0317005370854274
781,-0.13979277187296146
782,0.012623361639654877
783,-0.05960836115085778
784,-0.09842257934819185
785,0.18985542320610577
786,0.08854733876674765
787,0.04588430912529826
788,-0.03750286392139481
789,0.06444461790535726
790,-0.05983022287430579
791,-0.06280560491330281
792,-0.18278431936699882
793,-0.0883943035746228
794,0.1216037328049236
795,-0.010728168550906692
796,0.12696775851788988
797,-0.06640833403732829
798,-0.010492358891913568
799,0.046055150145405295
800,0.0960560184789849
801,0.08187569873422905
802,0.04407837761028125
803,0.08358411563473593
804,0.06187453494047855
805,-0.2583081830295114
806,-0.028314918281615052
807,0.2426717725095353
808,0.045260060819272585
809,-0.04912770537716807
810,-0.09403403164282831
811,-0.027697737371668054
812,0.20428436600232583
813,-0.02384481321161102
814,0.14185729119539567
815,0.10782891829272265
816,0.039985128707647706
817,-0.19511333471399378
818,-0.04828563122917326
819,-0.2859043866878527
820,-0.13877341319103134
821,0.15079556981678952
822,0.09078115824837128
823,-0.09927846625227094
824,-0.05443485908589688
825,-0.036073676501874215
826,-0.3230323983537554
827,-0.043030396719746546
828,-0.037226746066127754
829,0.0269227146139855
830,0.028281235611257314
831,-0.05718468587188968
832,-0.01412504055293071
833,0.0017949822037267235
834,0.0398853018865663
835,-0.24428805328666645
836,-0.11184912173790619
837,0.15339563402872886
838,-0.23096833158209196
839,-0.03009885242313163
840,-0.19841336985877916
841,-0.17407537785700677
842,0.08779676879303755
843,-0.0553664377916888
844,0.11991999504203328
845,0.13368371912256743
846,0.10150061617727303
847,-0.065260766074757
848,0.1936039316180953
849,0.0662678721229412
850,0.011717715700248592
851,0.2563271582625983
852,0.10345684961203101
853,0.09916253309750618
854,0.0659605536615344
855,-0.005124874702544243
856,-0.12138848767589869
857,0.06146808870521431
858,0.17174920601266538
859,-0.21959434875837086
860,-0.12451116577136338
861,0.10515279803969331
862,-0.05771870558264921
863,0.04927590230997463
864,0.06101070891765856
865,-0.20769162882762368
866,0.07090410235351913
867,0.14826001063808467
868,-0.05686720647773963
869,-0.05763973953845334
870,0.020601112146469664
871,0.23340538832177318
872,-0.010640722545594056
873,-0.22073244980587223
874,-0.04005790493121496
875,0.09731435817678089
876,-0.09621700491628588
877,-0.002497891027022673
878,-0.10277748943427792
879,-0.1022484437202973
880,-0.12465341610857819
881,-0.07053382096350803
882,-0.10315400105934106
883,-0.02201663567137638
884,0.018983944535401528
885,-0.21416675028331816
886,-0.07316252039593948
887,0.03229285004949755
888,-0.04341640771329103
889,-0.002737230085827146
890,-0.018774781590261833
891,0.05356525724832494
892,-0.059368189154762066
893,0.21061054174415167
894,0.14997501275078437
895,-0.08751969568232439
896,0.05639258062180993
897,-0.0960800984045197
898,-0.06472361090002839
899,0.049682642059626574
900,0.1656291621926112
901,0.06985736468877092
902,-0.12193028922322204
903,-0.038140447928699944
904,-0.14191118377730613
905,-0.04379222727129519
906,-0.049041730157676766
907,-0.09052944701515893
908,0.0517364057776598
909,0.16001718554847436
910,0.12418748053822438
911,-0.06910529254537656
912,-0.02315780536656061
913,-0.022642645728414044
914,-0.0009194078318031595
915,-0.18378898791576814
916,-0.0697396535286919
917,-0.1195876465859338
918,0.021252647170831054
919,-0.005756177519860881
920,-0.013042905416907717
921,0.04386566813155287
922,0.18258007794659536
923,0.0537891485063791
924,0.15505488551263952
925,-0.16080896106309764
926,0.008314944167011708
927,0.058384282453405725
928,0.17347981815692057
929,0.047885539567696936
930,0.06811212659488204
931,-0.010633191894018871
932,0.10788124803538775
933,0.018726975799791636
934,0.14822693112065308
935,-0.18272502309168162
936,0.03844584626719919
937,0.12457213229823108
938,-0.06055929009678148
